user_id,item_id,timestamp,domain_id,rating
1,1,0,0,4.0
1,2,1,0,5.0
1,3,2,0,5.0
1,4,3,0,5.0
1,5,4,0,3.0
1,6,5,0,3.0
2,7,0,0,5.0
2,8,1,0,5.0
2,9,2,0,4.0
2,10,3,0,5.0
2,11,4,0,5.0
2,12,5,0,2.0
3,13,0,0,5.0
3,14,1,0,5.0
3,15,2,0,5.0
3,16,3,0,5.0
3,17,4,0,3.0
3,18,5,0,5.0
4,19,0,0,5.0
4,20,1,0,5.0
4,21,2,0,5.0
4,22,3,0,5.0
4,23,4,0,5.0
4,24,5,0,5.0
4,25,6,0,5.0
4,26,7,0,5.0
4,27,8,0,5.0
4,28,9,0,4.0
4,29,10,0,4.0
4,30,11,0,2.0
4,31,12,0,4.0
4,32,13,0,5.0
4,33,14,0,5.0
4,34,15,0,5.0
4,35,16,0,5.0
4,36,17,0,5.0
4,37,18,0,5.0
4,38,19,0,5.0
4,39,20,0,5.0
5,40,0,0,5.0
5,41,1,0,2.0
5,42,2,0,5.0
5,43,3,0,2.0
5,44,4,0,4.0
6,45,0,0,5.0
6,46,1,0,5.0
6,47,2,0,5.0
6,48,3,0,3.0
6,49,4,0,5.0
6,50,5,0,4.0
7,51,0,0,5.0
7,52,1,0,3.0
7,53,2,0,5.0
7,54,3,0,5.0
7,55,4,0,5.0
7,56,5,0,5.0
7,57,6,0,4.0
7,58,7,0,5.0
8,10,0,0,4.0
8,59,1,0,5.0
8,60,2,0,5.0
8,61,3,0,5.0
8,62,4,0,5.0
8,63,5,0,5.0
8,64,6,0,5.0
8,65,7,0,4.0
9,66,0,0,5.0
9,67,1,0,4.0
9,68,2,0,5.0
9,53,3,0,4.0
9,69,4,0,3.0
9,70,5,0,5.0
9,71,6,0,4.0
9,72,7,0,4.0
9,73,8,0,5.0
9,74,9,0,3.0
9,75,10,0,5.0
9,76,11,0,4.0
10,77,0,0,5.0
10,78,1,0,5.0
10,79,2,0,5.0
10,80,3,0,5.0
10,81,4,0,5.0
11,82,0,0,5.0
11,83,1,0,5.0
11,84,2,0,5.0
11,85,3,0,5.0
11,86,4,0,5.0
11,87,5,0,5.0
11,88,6,0,5.0
11,89,7,0,5.0
11,90,8,0,3.0
11,91,9,0,5.0
11,92,10,0,5.0
11,93,11,0,5.0
11,94,12,0,3.0
12,95,0,0,5.0
12,96,1,0,5.0
12,97,2,0,4.0
12,98,3,0,3.0
12,99,4,0,5.0
12,11,5,0,3.0
12,100,6,0,5.0
12,40,7,0,1.0
12,7,8,0,4.0
12,101,9,0,5.0
12,102,10,0,5.0
12,103,11,0,5.0
13,104,0,0,5.0
13,105,1,0,5.0
13,106,2,0,5.0
13,107,3,0,5.0
13,108,4,0,4.0
13,109,5,0,1.0
13,110,6,0,5.0
13,111,7,0,5.0
14,112,0,0,5.0
14,113,1,0,5.0
14,114,2,0,4.0
14,115,3,0,3.0
14,116,4,0,5.0
14,89,5,0,5.0
14,117,6,0,4.0
14,118,7,0,5.0
14,119,8,0,5.0
14,120,9,0,5.0
15,121,0,0,5.0
15,122,1,0,5.0
15,123,2,0,5.0
15,124,3,0,5.0
15,125,4,0,5.0
15,126,5,0,5.0
15,127,6,0,5.0
15,128,7,0,5.0
15,129,8,0,5.0
15,130,9,0,5.0
15,131,10,0,5.0
15,132,11,0,5.0
15,133,12,0,5.0
15,134,13,0,5.0
15,135,14,0,5.0
15,136,15,0,5.0
15,137,16,0,5.0
15,138,17,0,5.0
15,139,18,0,5.0
15,66,19,0,5.0
15,140,20,0,5.0
15,141,21,0,5.0
15,142,22,0,5.0
15,143,23,0,5.0
15,144,24,0,5.0
15,145,25,0,5.0
15,146,26,0,5.0
15,147,27,0,4.0
15,148,28,0,5.0
15,149,29,0,5.0
15,150,30,0,5.0
15,151,31,0,5.0
15,152,32,0,5.0
15,85,33,0,5.0
15,87,34,0,5.0
15,153,35,0,5.0
15,154,36,0,5.0
15,155,37,0,5.0
15,156,38,0,5.0
15,157,39,0,5.0
15,158,40,0,5.0
15,159,41,0,5.0
15,160,42,0,5.0
15,56,43,0,5.0
15,161,44,0,5.0
15,162,45,0,5.0
15,163,46,0,5.0
15,164,47,0,5.0
15,165,48,0,5.0
15,166,49,0,5.0
15,167,50,0,5.0
15,168,51,0,5.0
15,169,52,0,4.0
15,170,53,0,5.0
15,171,54,0,3.0
15,172,55,0,5.0
15,173,56,0,5.0
15,174,57,0,5.0
15,175,58,0,5.0
15,176,59,0,5.0
15,177,60,0,5.0
15,178,61,0,5.0
16,179,0,0,5.0
16,180,1,0,4.0
16,181,2,0,2.0
16,182,3,0,4.0
16,183,4,0,5.0
17,184,0,0,5.0
17,185,1,0,5.0
17,186,2,0,5.0
17,187,3,0,3.0
17,188,4,0,5.0
17,189,5,0,5.0
17,53,6,0,5.0
17,190,7,0,5.0
17,191,8,0,5.0
17,192,9,0,5.0
17,193,10,0,5.0
17,194,11,0,5.0
17,195,12,0,4.0
17,196,13,0,1.0
17,171,14,0,4.0
18,197,0,0,5.0
18,198,1,0,5.0
18,199,2,0,5.0
18,200,3,0,4.0
18,68,4,0,5.0
18,201,5,0,5.0
19,202,0,0,5.0
19,203,1,0,5.0
19,204,2,0,5.0
19,205,3,0,5.0
19,206,4,0,5.0
19,207,5,0,5.0
19,208,6,0,5.0
19,24,7,0,5.0
19,209,8,0,5.0
19,210,9,0,5.0
19,211,10,0,5.0
19,212,11,0,3.0
19,213,12,0,4.0
19,214,13,0,5.0
19,215,14,0,3.0
19,216,15,0,5.0
20,217,0,0,5.0
20,218,1,0,5.0
20,219,2,0,5.0
20,220,3,0,5.0
20,221,4,0,5.0
20,222,5,0,5.0
21,223,0,0,5.0
21,224,1,0,5.0
21,225,2,0,5.0
21,226,3,0,4.0
21,227,4,0,5.0
22,228,0,0,4.0
22,229,1,0,4.0
22,230,2,0,5.0
22,231,3,0,5.0
22,232,4,0,4.0
22,233,5,0,5.0
22,234,6,0,5.0
23,235,0,0,5.0
23,236,1,0,4.0
23,237,2,0,4.0
23,238,3,0,1.0
23,239,4,0,5.0
23,240,5,0,5.0
23,241,6,0,5.0
24,242,0,0,5.0
24,243,1,0,2.0
24,244,2,0,5.0
24,245,3,0,5.0
24,246,4,0,2.0
24,247,5,0,5.0
24,248,6,0,3.0
24,249,7,0,4.0
24,7,8,0,4.0
24,250,9,0,2.0
24,251,10,0,5.0
25,252,0,0,4.0
25,253,1,0,5.0
25,254,2,0,5.0
25,255,3,0,3.0
25,256,4,0,5.0
25,257,5,0,5.0
26,258,0,0,4.0
26,259,1,0,4.0
26,260,2,0,4.0
26,261,3,0,3.0
26,262,4,0,5.0
27,263,0,0,3.0
27,264,1,0,3.0
27,265,2,0,4.0
27,266,3,0,5.0
27,267,4,0,5.0
27,268,5,0,5.0
27,269,6,0,5.0
27,69,7,0,3.0
27,270,8,0,5.0
28,271,0,0,5.0
28,272,1,0,4.0
28,273,2,0,4.0
28,169,3,0,5.0
28,274,4,0,2.0
28,275,5,0,5.0
28,276,6,0,5.0
28,277,7,0,3.0
28,278,8,0,2.0
28,279,9,0,5.0
28,280,10,0,1.0
28,281,11,0,5.0
28,282,12,0,5.0
28,283,13,0,5.0
28,284,14,0,5.0
28,285,15,0,3.0
28,286,16,0,1.0
28,287,17,0,5.0
28,288,18,0,4.0
28,289,19,0,5.0
28,290,20,0,2.0
28,291,21,0,4.0
28,292,22,0,4.0
28,293,23,0,5.0
28,294,24,0,4.0
28,295,25,0,4.0
28,296,26,0,4.0
29,297,0,0,4.0
29,164,1,0,3.0
29,298,2,0,5.0
29,151,3,0,4.0
29,299,4,0,4.0
30,300,0,0,5.0
30,301,1,0,5.0
30,302,2,0,5.0
30,12,3,0,4.0
30,303,4,0,5.0
31,304,0,0,1.0
31,305,1,0,5.0
31,306,2,0,4.0
31,307,3,0,5.0
31,308,4,0,3.0
31,309,5,0,3.0
31,310,6,0,5.0
31,311,7,0,3.0
31,312,8,0,1.0
31,20,9,0,3.0
32,67,0,0,5.0
32,313,1,0,5.0
32,314,2,0,5.0
32,276,3,0,5.0
32,315,4,0,5.0
32,316,5,0,4.0
33,317,0,0,3.0
33,297,1,0,5.0
33,318,2,0,5.0
33,319,3,0,5.0
33,150,4,0,5.0
33,320,5,0,3.0
33,321,6,0,4.0
33,322,7,0,4.0
33,323,8,0,4.0
33,324,9,0,5.0
33,325,10,0,5.0
33,326,11,0,5.0
33,327,12,0,1.0
33,328,13,0,3.0
33,329,14,0,5.0
33,330,15,0,5.0
33,122,16,0,5.0
33,331,17,0,5.0
33,332,18,0,5.0
33,333,19,0,4.0
33,334,20,0,4.0
33,217,21,0,5.0
33,335,22,0,4.0
33,258,23,0,5.0
33,336,24,0,3.0
33,337,25,0,5.0
33,338,26,0,5.0
33,339,27,0,5.0
33,58,28,0,5.0
33,340,29,0,5.0
33,341,30,0,1.0
33,342,31,0,3.0
33,343,32,0,3.0
34,344,0,0,5.0
34,345,1,0,4.0
34,346,2,0,2.0
34,257,3,0,5.0
34,347,4,0,4.0
35,348,0,0,2.0
35,153,1,0,5.0
35,349,2,0,5.0
35,350,3,0,1.0
35,351,4,0,5.0
36,268,0,0,5.0
36,352,1,0,5.0
36,353,2,0,5.0
36,354,3,0,5.0
36,355,4,0,4.0
36,356,5,0,5.0
36,357,6,0,3.0
36,358,7,0,5.0
36,133,8,0,5.0
36,68,9,0,5.0
37,359,0,0,5.0
37,360,1,0,5.0
37,361,2,0,4.0
37,362,3,0,4.0
37,363,4,0,5.0
37,364,5,0,2.0
37,365,6,0,4.0
37,234,7,0,3.0
37,366,8,0,4.0
37,367,9,0,3.0
37,368,10,0,2.0
38,369,0,0,3.0
38,370,1,0,4.0
38,371,2,0,4.0
38,372,3,0,1.0
38,373,4,0,5.0
38,374,5,0,4.0
39,375,0,0,5.0
39,376,1,0,5.0
39,377,2,0,3.0
39,378,3,0,4.0
39,379,4,0,5.0
39,380,5,0,5.0
39,381,6,0,5.0
39,382,7,0,5.0
39,383,8,0,4.0
40,384,0,0,5.0
40,385,1,0,4.0
40,386,2,0,5.0
40,387,3,0,5.0
40,388,4,0,3.0
41,389,0,0,5.0
41,390,1,0,5.0
41,391,2,0,4.0
41,8,3,0,4.0
41,151,4,0,4.0
42,392,0,0,5.0
42,2,1,0,5.0
42,393,2,0,4.0
42,394,3,0,1.0
42,395,4,0,5.0
43,396,0,0,5.0
43,397,1,0,4.0
43,68,2,0,5.0
43,398,3,0,4.0
43,399,4,0,3.0
43,400,5,0,5.0
43,401,6,0,1.0
44,402,0,0,5.0
44,403,1,0,5.0
44,404,2,0,5.0
44,405,3,0,5.0
44,406,4,0,5.0
44,407,5,0,5.0
44,408,6,0,4.0
44,409,7,0,5.0
45,410,0,0,5.0
45,411,1,0,5.0
45,412,2,0,5.0
45,145,3,0,5.0
45,413,4,0,5.0
45,414,5,0,5.0
45,415,6,0,5.0
45,416,7,0,4.0
45,417,8,0,5.0
45,103,9,0,2.0
46,114,0,0,5.0
46,418,1,0,5.0
46,419,2,0,5.0
46,420,3,0,5.0
46,421,4,0,1.0
46,422,5,0,5.0
46,423,6,0,4.0
46,424,7,0,3.0
47,151,0,0,5.0
47,425,1,0,5.0
47,426,2,0,5.0
47,427,3,0,4.0
47,428,4,0,5.0
47,429,5,0,5.0
47,430,6,0,2.0
47,171,7,0,4.0
47,431,8,0,5.0
47,432,9,0,5.0
47,433,10,0,5.0
48,122,0,0,5.0
48,434,1,0,3.0
48,435,2,0,4.0
48,436,3,0,3.0
48,106,4,0,3.0
48,437,5,0,5.0
49,438,0,0,2.0
49,77,1,0,3.0
49,439,2,0,5.0
49,440,3,0,2.0
49,441,4,0,2.0
49,442,5,0,5.0
50,314,0,0,5.0
50,443,1,0,4.0
50,444,2,0,5.0
50,445,3,0,4.0
50,147,4,0,5.0
50,446,5,0,5.0
50,268,6,0,3.0
50,447,7,0,5.0
50,448,8,0,2.0
50,449,9,0,5.0
50,450,10,0,5.0
50,226,11,0,5.0
50,451,12,0,5.0
50,452,13,0,5.0
50,453,14,0,5.0
50,454,15,0,5.0
50,455,16,0,4.0
50,456,17,0,3.0
50,171,18,0,5.0
50,114,19,0,5.0
50,408,20,0,4.0
50,457,21,0,5.0
50,61,22,0,5.0
50,458,23,0,3.0
51,459,0,0,5.0
51,460,1,0,5.0
51,461,2,0,5.0
51,462,3,0,4.0
51,463,4,0,1.0
51,464,5,0,3.0
51,465,6,0,4.0
51,466,7,0,2.0
51,467,8,0,5.0
51,468,9,0,5.0
51,469,10,0,5.0
52,470,0,0,5.0
52,298,1,0,5.0
52,471,2,0,3.0
52,472,3,0,5.0
52,473,4,0,1.0
53,474,0,0,3.0
53,475,1,0,4.0
53,268,2,0,5.0
53,476,3,0,5.0
53,477,4,0,3.0
54,478,0,0,1.0
54,13,1,0,5.0
54,305,2,0,3.0
54,479,3,0,5.0
54,85,4,0,5.0
54,480,5,0,5.0
54,331,6,0,5.0
54,481,7,0,3.0
54,482,8,0,5.0
54,483,9,0,3.0
54,149,10,0,2.0
55,484,0,0,5.0
55,485,1,0,5.0
55,152,2,0,5.0
55,486,3,0,4.0
55,487,4,0,3.0
56,488,0,0,5.0
56,489,1,0,5.0
56,309,2,0,4.0
56,490,3,0,4.0
56,491,4,0,4.0
57,492,0,0,5.0
57,493,1,0,5.0
57,494,2,0,4.0
57,495,3,0,4.0
57,496,4,0,1.0
57,439,5,0,3.0
57,497,6,0,4.0
58,498,0,0,4.0
58,499,1,0,2.0
58,500,2,0,4.0
58,501,3,0,3.0
58,502,4,0,4.0
58,503,5,0,2.0
58,504,6,0,5.0
58,505,7,0,4.0
58,237,8,0,5.0
58,506,9,0,4.0
59,66,0,0,5.0
59,507,1,0,5.0
59,508,2,0,5.0
59,509,3,0,5.0
59,510,4,0,5.0
59,259,5,0,5.0
59,511,6,0,5.0
60,512,0,0,5.0
60,513,1,0,5.0
60,514,2,0,5.0
60,515,3,0,5.0
60,516,4,0,5.0
61,382,0,0,5.0
61,517,1,0,3.0
61,518,2,0,5.0
61,519,3,0,5.0
61,385,4,0,3.0
61,386,5,0,3.0
61,520,6,0,5.0
61,521,7,0,4.0
62,169,0,0,1.0
62,522,1,0,1.0
62,523,2,0,1.0
62,524,3,0,5.0
62,525,4,0,5.0
62,526,5,0,5.0
62,527,6,0,4.0
63,81,0,0,5.0
63,528,1,0,5.0
63,529,2,0,1.0
63,530,3,0,4.0
63,531,4,0,5.0
63,532,5,0,2.0
63,533,6,0,5.0
63,534,7,0,3.0
63,535,8,0,5.0
63,536,9,0,3.0
63,352,10,0,2.0
63,537,11,0,5.0
63,538,12,0,3.0
63,539,13,0,5.0
63,540,14,0,4.0
63,541,15,0,4.0
63,542,16,0,2.0
63,543,17,0,5.0
63,152,18,0,5.0
63,19,19,0,5.0
63,544,20,0,3.0
63,50,21,0,2.0
63,545,22,0,5.0
63,546,23,0,5.0
64,547,0,0,2.0
64,548,1,0,5.0
64,549,2,0,3.0
64,550,3,0,4.0
64,551,4,0,2.0
65,552,0,0,3.0
65,553,1,0,5.0
65,554,2,0,5.0
65,298,3,0,5.0
65,555,4,0,5.0
66,556,0,0,4.0
66,217,1,0,5.0
66,557,2,0,4.0
66,558,3,0,3.0
66,559,4,0,2.0
66,443,5,0,5.0
66,560,6,0,5.0
66,561,7,0,3.0
66,562,8,0,2.0
66,563,9,0,3.0
66,564,10,0,4.0
66,565,11,0,5.0
66,566,12,0,5.0
66,567,13,0,4.0
66,568,14,0,3.0
66,569,15,0,1.0
66,339,16,0,5.0
66,570,17,0,3.0
66,571,18,0,4.0
66,457,19,0,5.0
67,572,0,0,5.0
67,53,1,0,2.0
67,144,2,0,5.0
67,7,3,0,5.0
67,573,4,0,5.0
68,574,0,0,5.0
68,575,1,0,1.0
68,576,2,0,5.0
68,577,3,0,5.0
68,578,4,0,4.0
69,579,0,0,5.0
69,580,1,0,3.0
69,220,2,0,5.0
69,581,3,0,4.0
69,582,4,0,5.0
69,583,5,0,1.0
69,584,6,0,5.0
69,585,7,0,5.0
69,586,8,0,5.0
69,587,9,0,5.0
70,588,0,0,4.0
70,78,1,0,5.0
70,589,2,0,5.0
70,590,3,0,5.0
70,591,4,0,5.0
70,592,5,0,5.0
71,493,0,0,2.0
71,593,1,0,5.0
71,297,2,0,4.0
71,594,3,0,4.0
71,595,4,0,2.0
71,596,5,0,4.0
71,597,6,0,1.0
71,598,7,0,3.0
72,599,0,0,5.0
72,600,1,0,5.0
72,149,2,0,4.0
72,601,3,0,5.0
72,74,4,0,4.0
72,602,5,0,3.0
72,603,6,0,5.0
72,604,7,0,3.0
72,605,8,0,5.0
72,606,9,0,5.0
72,607,10,0,5.0
72,608,11,0,5.0
72,609,12,0,3.0
72,610,13,0,5.0
73,611,0,0,1.0
73,612,1,0,5.0
73,114,2,0,4.0
73,576,3,0,5.0
73,613,4,0,5.0
74,614,0,0,3.0
74,217,1,0,5.0
74,615,2,0,5.0
74,616,3,0,3.0
74,617,4,0,4.0
74,618,5,0,5.0
74,619,6,0,4.0
74,620,7,0,5.0
75,621,0,0,4.0
75,23,1,0,5.0
75,428,2,0,4.0
75,622,3,0,4.0
75,623,4,0,5.0
75,624,5,0,5.0
75,625,6,0,5.0
75,626,7,0,4.0
75,154,8,0,5.0
75,627,9,0,5.0
75,628,10,0,4.0
75,629,11,0,1.0
76,630,0,0,3.0
76,631,1,0,4.0
76,632,2,0,4.0
76,633,3,0,3.0
76,634,4,0,5.0
77,635,0,0,5.0
77,300,1,0,4.0
77,636,2,0,4.0
77,637,3,0,3.0
77,638,4,0,3.0
77,639,5,0,5.0
77,640,6,0,4.0
77,156,7,0,5.0
77,641,8,0,5.0
77,642,9,0,5.0
77,643,10,0,4.0
77,644,11,0,5.0
78,631,0,0,5.0
78,645,1,0,4.0
78,646,2,0,3.0
78,647,3,0,5.0
78,648,4,0,5.0
78,649,5,0,5.0
78,650,6,0,5.0
78,651,7,0,3.0
78,268,8,0,5.0
78,652,9,0,1.0
78,653,10,0,5.0
78,654,11,0,2.0
78,655,12,0,5.0
78,656,13,0,5.0
78,657,14,0,4.0
78,658,15,0,5.0
78,633,16,0,4.0
78,659,17,0,5.0
78,660,18,0,5.0
